Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,Season,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5
09/08/2024,20:15,Sp Lisbon,Rio Ave,2,0,3,1,,1.16,7.79,15.44,1.44,2.74
10/08/2024,15:30,AVS,Nacional,0,1,1,1,,2.26,3.28,3.21,2.09,1.74
10/08/2024,18:00,Casa Pia,Boavista,0,0,0,1,,1.93,3.47,3.98,2.08,1.74
10/08/2024,20:30,Porto,Gil Vicente,1,0,3,0,,1.18,7.17,14.72,1.52,2.5
11/08/2024,15:30,Estoril,Santa Clara,1,1,1,4,,2.18,3.22,3.47,2.38,1.57
11/08/2024,18:00,Famalicao,Benfica,1,0,2,0,,6.54,4.68,1.44,1.58,2.36
11/08/2024,18:00,Farense,Moreirense,0,1,1,2,,2.92,3.22,2.47,2.16,1.69
11/08/2024,20:30,Sp Braga,Estrela,0,0,1,1,,1.38,5.04,7.45,1.54,2.42
12/08/2024,20:15,Arouca,Guimaraes,0,1,0,1,,2.85,3.4,2.42,1.89,1.91
16/08/2024,17:00,Santa Clara,Porto,0,2,0,2,,5.93,4.24,1.53,1.91,1.9
16/08/2024,20:15,Gil Vicente,AVS,2,2,4,2,,2.28,3.3,3.19,2.05,1.77
17/08/2024,15:30,Rio Ave,Farense,1,0,1,0,,2.01,3.42,3.75,1.99,1.82
17/08/2024,18:00,Nacional,Sp Lisbon,1,2,1,6,,10.74,6.03,1.25,1.57,2.37
17/08/2024,20:30,Benfica,Casa Pia,0,0,3,0,,1.18,7.44,13.53,1.42,2.79
18/08/2024,15:30,Moreirense,Arouca,2,1,3,1,,2.34,3.25,3.1,2.06,1.76
18/08/2024,18:00,Guimaraes,Estoril,1,0,1,0,,1.58,4.03,5.68,1.89,1.91
18/08/2024,20:30,Boavista,Sp Braga,0,1,0,1,,5.2,4.16,1.6,1.74,2.09
19/08/2024,20:15,Estrela,Famalicao,0,1,0,3,,2.48,3.22,2.91,2.18,1.67
23/08/2024,20:15,Farense,Sp Lisbon,0,2,0,5,,12.84,7.49,1.19,1.37,3.03
24/08/2024,15:30,Casa Pia,Santa Clara,0,0,0,2,,2.74,3.26,2.58,2.05,1.76
24/08/2024,18:00,Porto,Rio Ave,2,0,2,0,,1.23,6.01,12.26,1.72,2.11
24/08/2024,20:30,Benfica,Estrela,1,0,1,0,,1.18,7.23,14.79,1.49,2.54
24/08/2024,20:30,Famalicao,Boavista,1,0,1,0,,1.56,3.94,5.96,2.0,1.81
25/08/2024,15:30,Arouca,Nacional,1,0,1,0,,2.07,3.45,3.46,1.89,1.91
25/08/2024,18:00,Estoril,Gil Vicente,0,0,0,0,,2.6,3.24,2.72,2.03,1.77
25/08/2024,20:30,AVS,Guimaraes,0,0,1,0,,3.84,3.48,1.93,1.92,1.87
25/08/2024,20:30,Sp Braga,Moreirense,1,0,3,1,,1.56,4.11,5.59,1.85,1.95
30/08/2024,20:15,Moreirense,Benfica,0,0,1,1,,7.19,4.52,1.44,1.84,1.96
31/08/2024,15:30,Santa Clara,AVS,1,1,2,1,,1.83,3.49,4.43,2.09,1.74
31/08/2024,18:00,Boavista,Estoril,0,0,0,0,,2.32,3.11,3.27,2.37,1.58
31/08/2024,18:00,Estrela,Casa Pia,0,0,0,1,,2.29,3.2,3.24,2.37,1.58
31/08/2024,20:30,Sp Lisbon,Porto,0,0,2,0,,1.78,3.76,4.37,1.71,2.14
01/09/2024,15:30,Nacional,Farense,1,0,2,0,,2.22,3.42,3.18,1.89,1.91
01/09/2024,18:00,Rio Ave,Arouca,1,0,1,0,,2.32,3.28,3.11,2.04,1.77
01/09/2024,20:30,Gil Vicente,Sp Braga,0,0,0,0,,4.49,3.85,1.74,1.75,2.07
01/09/2024,20:30,Guimaraes,Famalicao,1,1,2,1,,1.97,3.38,3.92,2.17,1.68
13/09/2024,20:15,Arouca,Sp Lisbon,0,1,0,3,,12.11,6.7,1.21,1.45,2.72
14/09/2024,15:30,Casa Pia,Moreirense,0,1,3,1,,2.71,3.01,2.81,2.52,1.51
14/09/2024,18:00,AVS,Rio Ave,0,0,1,0,,2.61,3.19,2.75,2.12,1.7
14/09/2024,20:30,Benfica,Santa Clara,2,1,4,1,,1.24,6.16,11.38,1.65,2.24
14/09/2024,20:30,Famalicao,Gil Vicente,1,0,1,1,,1.87,3.44,4.31,2.17,1.68
15/09/2024,15:30,Porto,Farense,0,0,2,1,,1.13,8.41,18.5,1.45,2.68
15/09/2024,18:00,Estoril,Nacional,1,0,1,0,,2.3,3.34,3.07,2.09,1.74
15/09/2024,20:30,Sp Braga,Guimaraes,0,0,0,2,,1.99,3.47,3.75,2.07,1.75
16/09/2024,20:15,Estrela,Boavista,1,2,2,2,,1.92,3.29,4.3,2.36,1.58
20/09/2024,20:15,Nacional,Sp Braga,0,0,0,3,,5.04,3.98,1.65,1.65,2.24
21/09/2024,15:30,Rio Ave,Estoril,1,0,2,2,,1.94,3.31,4.2,2.41,1.56
21/09/2024,15:30,Santa Clara,Estrela,0,0,1,0,,1.77,3.57,4.73,2.13,1.71
21/09/2024,18:00,Guimaraes,Porto,0,0,0,3,,3.5,3.17,2.19,2.22,1.66
21/09/2024,20:30,Moreirense,Famalicao,0,0,0,0,,2.52,3.1,2.95,2.38,1.58
22/09/2024,15:30,Gil Vicente,Casa Pia,1,0,1,1,,2.1,3.18,3.74,2.37,1.57
22/09/2024,18:00,Farense,Arouca,0,1,0,1,,2.64,3.34,2.63,1.92,1.89
22/09/2024,20:30,Sp Lisbon,AVS,2,0,3,0,,1.07,11.72,25.98,1.31,3.32
23/09/2024,20:15,Boavista,Benfica,0,2,0,3,,11.49,5.81,1.25,1.69,2.15
27/09/2024,20:15,Estoril,Sp Lisbon,0,2,0,3,,14.79,7.74,1.17,1.4,2.87
28/09/2024,15:30,Estrela,Moreirense,2,0,2,1,,2.96,3.1,2.51,2.34,1.59
28/09/2024,18:00,Casa Pia,Guimaraes,1,0,1,1,,3.97,3.23,2.02,2.39,1.57
28/09/2024,20:30,Benfica,Gil Vicente,2,1,5,1,,1.19,7.17,13.37,1.47,2.62
29/09/2024,15:30,Famalicao,Nacional,0,0,0,0,,1.61,3.83,5.59,1.98,1.83
29/09/2024,18:00,Porto,Arouca,0,0,4,0,,1.19,6.84,14.55,1.52,2.46
29/09/2024,20:30,Santa Clara,Boavista,1,0,1,0,,1.6,3.79,5.91,2.2,1.66
29/09/2024,20:30,Sp Braga,Rio Ave,2,0,4,0,,1.4,4.74,7.44,1.71,2.1
